transaction_id,user_id,timestamp,amount,merchant_id,merchant_cat,country,device_id,ip_address,is_fraud,fraud_pattern
29c9e09c-8e10-4e4a-99a8-6af58f54735c,user_01084,2026-06-18T04:06:38.550621Z,759.36,MER-4322tr,crypto,AE,0856b4893af3a478,195.194.215.194,0,
3aee1287-44a7-4135-a6b0-b1d73d8dad83,user_03298,2026-06-18T04:06:38.764553Z,391.64,MER-6485ti,restaurant,IN,21258807a2aeb33c,125.74.147.91,0,
33819344-1f7a-4558-9289-d94e2a89568e,user_02766,2026-06-18T04:06:38.689615Z,74.77,MER-9676Si,restaurant,AE,d7e3640638d65bcd,40.130.118.218,0,
7dc1ab4a-0094-4d47-ad33-95ed27faca3e,user_01805,2026-06-18T04:06:38.611666Z,66.35,MER-4110OC,electronics,IN,4ee4ccc5c017cb97,151.248.219.219,0,
d37b8e02-afd7-4d7d-ae9b-446d1352f8e1,user_07441,2026-06-18T04:06:39.114492Z,399.82,MER-6882uo,electronics,IN,1518563454c9ab97,190.54.52.248,0,
945ac4d5-95f7-44d2-b980-4a2fdcb12801,user_02870,2026-06-18T04:06:38.701194Z,72.8,MER-6646Du,electronics,IN,01c37399c8b00db6,1.68.191.95,0,
51ce9049-7a09-4209-a2d9-4d9cffecb0a5,user_07593,2026-06-18T04:06:39.120304Z,401.76,MER-4333fG,crypto,IN,a1b92f360ba2744d,219.128.104.15,0,
2bb6fe5b-7a19-4fac-8e22-4e91b9a0252a,user_08683,2026-06-18T04:06:39.165088Z,644.5,MER-6255pM,restaurant,SG,3a5ea6e26a84a266,170.32.62.46,0,
11f8c649-3973-42e2-81a3-b355176072ae,user_07636,2026-06-18T04:06:39.121808Z,5740.57,MER-7068rz,utility,IN,118c9c2e294a6423,126.52.127.211,0,
c4c5aafd-fb95-4081-8c4b-da0cb565c414,user_00251,2026-06-18T04:06:38.493846Z,1002.11,MER-7349cg,restaurant,IN,110555c8cb2099ed,83.71.151.23,0,
fe579967-f47c-43b9-a209-8cd8a154c468,user_04065,2026-06-18T04:06:38.804418Z,1094.81,MER-1405ZJ,electronics,IN,e51daa8827525b21,104.129.194.223,0,
4a4625b6-9bc2-4497-9492-53a06298bc4c,user_07542,2026-06-18T04:06:39.118305Z,410.3,MER-0445Gp,restaurant,IN,dabab31de6289fce,13.193.136.180,0,
22419a3b-76e7-4b17-8568-97fde0c6d8f6,user_09874,2026-06-18T04:06:39.226789Z,1791.18,MER-4939nK,crypto,US,43004c21611090a1,73.5.123.181,0,
55391459-83c1-4580-95eb-d6ebb4ac3c93,user_09587,2026-06-18T04:06:39.202721Z,619.35,MER-6996Jm,travel,IN,554a4521fe4cd9c5,219.109.87.158,0,
0f169012-5038-4a54-916b-6b46a0ebfdba,user_08999,2026-06-18T04:06:39.178730Z,751.04,MER-5501dS,restaurant,IN,67fa4ccddbd21e69,179.211.217.77,0,
497935e8-29ef-4267-8acd-0e83b1c82271,user_03749,2026-06-18T04:06:38.792064Z,3162.81,MER-5302zx,electronics,IN,76903cd19db338ec,220.70.64.113,0,
94aacaa8-161c-4df2-9f5a-89c8456fe076,user_09235,2026-06-18T04:06:39.188539Z,670.29,MER-2850hY,electronics,IN,0ad8b857588dea60,29.125.102.208,0,
a34e67c6-a6a3-4d4f-9d80-cfd9684f1d1f,user_09137,2026-06-18T04:06:39.184753Z,587.55,MER-4133AA,travel,IN,a31b29cf9c276c48,215.244.131.60,0,
315ee438-91a6-40d9-9d78-85373a117f71,user_06948,2026-06-18T04:06:39.095182Z,3494.78,MER-5903df,utility,US,c94629c074f2f1eb,87.184.159.37,0,
7b1d2cfa-eb8b-422b-ae20-de4742b88746,user_06387,2026-06-18T04:06:39.064231Z,109.27,MER-7697hK,restaurant,SG,1ba13ae5e7de21e4,106.136.223.149,0,
64f02bee-37d9-4ace-af5d-cddddfe14ce1,user_03465,2026-06-18T04:06:38.777811Z,7916.25,MER-3698CY,crypto,IN,8fedc6b829d752be,142.93.213.254,0,
cba5fed5-71c4-4d1c-b600-6c49e522f801,user_07049,2026-06-18T04:06:39.098386Z,2201.43,MER-8657Cv,travel,IN,40f875c7a1c13e5c,98.248.129.178,0,
37268e01-0347-4a18-98d7-924b67b94e70,user_01981,2026-06-18T04:06:38.622997Z,339.5,MER-4968Gl,grocery,US,662831dcf52d4c45,150.192.90.23,0,
e09624d0-ce14-4e16-a30b-e77aeaa51292,user_03527,2026-06-18T04:06:38.780322Z,135.87,MER-5320zl,travel,US,03d78ea1118259db,85.96.55.72,0,
53b5e307-2de2-470b-b390-dde8d7b15604,user_02753,2026-06-18T04:06:38.688618Z,762.54,MER-5300xA,travel,IN,28b3b06cc563d47b,27.252.183.25,0,
8d7d9bcd-e227-48f9-b196-1d417249fe67,user_06391,2026-06-18T04:06:39.064754Z,124.05,MER-1012OH,electronics,SG,6d02d4fb78ca1a88,132.116.96.47,0,
e417ca8c-be17-4d2e-943d-0f5b69a3f69b,user_02970,2026-06-18T04:06:38.709389Z,2283.96,MER-0927uw,crypto,IN,1fcde5e5158345f9,70.100.236.13,0,
b149dcef-f221-43fa-b87e-9a4b49488145,user_08178,2026-06-18T04:06:39.143072Z,526.06,MER-0887Vv,crypto,IN,3e1fdf1bd4951ee7,106.172.211.199,0,
4ec191c9-4300-4caa-8d72-f02f9a58b130,user_06586,2026-06-18T04:06:39.077843Z,1832.59,MER-1534Lb,travel,SG,d0ae20a48c46990f,83.123.248.169,0,
892af90b-202e-4295-9ed9-5eca99fe56a8,user_08371,2026-06-18T04:06:39.152040Z,377.7,MER-2504zZ,utility,IN,43a913f2a12e8167,206.161.239.64,0,
1bfb0df5-9ef1-4a9a-9857-ee05390a47e7,user_03703,2026-06-18T04:06:38.790085Z,260.49,MER-4605Aq,crypto,IN,7eac680a1aed8ef0,10.155.36.71,0,
d729b5a5-420d-4361-bb28-16e2fd1e9578,user_04553,2026-06-18T04:06:38.824011Z,1022.52,MER-8744YA,crypto,IN,1eac6571cf5fc23f,41.91.110.131,0,
170a5a11-05a3-45a8-9301-bfc4c7f7462b,user_00304,2026-06-18T04:06:38.497397Z,617.95,MER-8803Zz,electronics,US,e0318c3cb5086b28,9.100.43.254,0,
0f74c447-8886-4ee0-bd9c-88375790720a,user_00487,2026-06-18T04:06:38.509986Z,1114.72,MER-5008hu,travel,IN,488598405a3201b1,207.105.236.246,0,
72a67e4e-fbea-4af5-adc3-fc9aa62eb801,user_08857,2026-06-18T04:06:39.172001Z,2061.24,MER-3623AZ,restaurant,IN,e3db9a128089939c,11.209.28.21,0,
1b5a22bd-d175-4d2b-be32-8122c551851f,user_07935,2026-06-18T04:06:39.133538Z,275.87,MER-1323fA,utility,US,c8861bd6c272b2a2,207.190.163.198,0,
3e7ba647-baad-462b-8fc3-432bcd4c78e3,user_07990,2026-06-18T04:06:39.135558Z,786.66,MER-9422OL,restaurant,US,73a8468842525564,195.111.136.222,0,
ee94383a-dcea-456e-aa60-e34b5fc5c421,user_08441,2026-06-18T04:06:39.154546Z,3306.55,MER-2055En,grocery,IN,2cb73021ffb884a6,171.171.167.2,0,
b3ec0126-e2b8-4e45-9792-ba8269bd25a9,user_09970,2026-06-18T04:06:39.239889Z,3016.14,MER-5341Uy,electronics,SG,2f3373680ac60f95,217.158.102.132,0,
4f8c6fed-2bdc-428f-b25c-4d584804a2ee,user_06499,2026-06-18T04:06:39.074305Z,9660.05,MER-7626fI,utility,IN,0bc36b3dac34c4ae,75.15.122.79,0,
2dc60e6a-4ab0-4496-adf4-6c13b3771f16,user_06118,2026-06-18T04:06:39.030572Z,372.49,MER-1771BO,travel,IN,9fad3ec42edebe84,102.203.19.8,0,
6a887c03-3601-4cc2-a9f6-7d8a002e1d7d,user_00031,2026-06-18T04:06:38.476754Z,408.42,MER-1693Iz,utility,IN,b17116a57e421304,12.52.130.74,0,
fbe3c3aa-e57a-402c-84a5-febf701c6632,user_03399,2026-06-18T04:06:38.773287Z,367.53,MER-9882sl,grocery,SG,b7ea7c5a8ed55ee8,125.144.109.22,0,
b279d6f6-1b2c-4ba4-8f19-0ab237a15914,user_02907,2026-06-18T04:06:38.703197Z,681.33,MER-1825CZ,travel,IN,037ee608b51c661f,55.150.48.11,0,
6bb22a12-f383-411a-b402-929325c418a0,user_04562,2026-06-18T04:06:38.824011Z,974.74,MER-9313ki,utility,AE,51d08f2746e7b84f,98.170.114.21,0,
1f0e1778-f935-423d-84b9-244c2127d258,user_08650,2026-06-18T04:06:39.164080Z,589.84,MER-2406SU,electronics,IN,fe22e63797c58f49,198.205.39.92,0,
5509858f-2a6b-4dfc-8be8-e877aca724fb,user_03519,2026-06-18T04:06:38.779321Z,1462.91,MER-0998fp,restaurant,IN,e9bed20f16e5a0e8,113.220.136.174,0,
41aefb20-2806-4d2d-b74b-dd3bd7f72e07,user_06601,2026-06-18T04:06:39.078844Z,460.9,MER-5567qw,travel,IN,beb6e84a21e481fa,8.236.148.230,0,
5fa551a7-83a0-4ec5-8d2a-ce753aa5fe48,user_01684,2026-06-18T04:06:38.605005Z,308.77,MER-6459dI,grocery,AE,cdb295eceedb51a1,17.189.140.32,0,
afd59370-8661-4bbe-bda9-811374fa8050,user_07696,2026-06-18T04:06:39.124315Z,320.53,MER-9359Em,utility,IN,110c2bbdd24750de,38.176.137.148,0,
3a8c83fa-05e0-4a1b-81ef-496994ff6190,user_04852,2026-06-18T04:06:38.838043Z,7666.02,MER-9887dm,electronics,IN,5dc44566648ca9f2,25.63.111.134,0,
015c196c-a2f4-426b-bbad-6a14b3d38fb4,user_08521,2026-06-18T04:06:39.158568Z,221.07,MER-0150pH,crypto,US,5b975a77bd8c9161,180.141.81.122,0,
1b0908a8-84a7-4708-9c95-00f2c9c7185c,user_00107,2026-06-18T04:06:38.483291Z,442.82,MER-3193KN,electronics,IN,1742881a3d597951,57.146.146.49,0,
cbad0760-1441-4ca6-8ebe-49ff46be3e62,user_01923,2026-06-18T04:06:38.620480Z,2578.05,MER-8735HG,utility,IN,f82af53a8bc66fc5,172.198.192.205,0,
5039a41a-4189-4e51-8c94-08089ef59179,user_02614,2026-06-18T04:06:38.674903Z,71.65,MER-8769gv,grocery,IN,10ef289db5044f18,60.157.233.166,0,
d71b9161-22cd-4cc9-be3d-30913d9cc35c,user_05014,2026-06-18T04:06:38.844767Z,1014.23,MER-6638ki,restaurant,SG,3bd207c33dad4a58,102.164.106.76,0,
21f0657d-8eb8-40c2-9744-65f846c446d0,user_07431,2026-06-18T04:06:39.113989Z,3365.8,MER-2224PU,utility,IN,9d83c08668d30cc9,44.63.104.9,0,
5940f8fc-52f3-4bbb-af8d-8c170978eabc,user_09241,2026-06-18T04:06:39.189043Z,1389.11,MER-6279se,crypto,IN,3ea75cb6592989a4,9.215.208.145,0,
e3f394f1-1dbb-48d4-9219-0a3a69fc0dcd,user_01877,2026-06-18T04:06:38.615767Z,5829.56,MER-1167cG,utility,SG,bd6f794d8621b1f5,72.144.162.60,0,
49d86e78-a072-40dd-8545-3f3ce21bcfe6,user_07590,2026-06-18T04:06:39.120304Z,210.95,MER-5817dY,travel,US,137e5214c610eff4,187.189.86.62,0,
430a8fbe-4150-49c8-851b-fe41a2954864,user_02335,2026-06-18T04:06:38.646607Z,736.27,MER-1232sp,travel,SG,2f090183b179b1ef,194.130.93.171,0,
2eee806d-c29f-410e-a470-351a30dd288b,user_05559,2026-06-18T04:06:38.916800Z,132.7,MER-1815kX,utility,IN,a02ef7259159cd8d,193.201.206.209,0,
2589c92e-dc82-4a9b-86d3-9d1800153754,user_06296,2026-06-18T04:06:39.055143Z,148.19,MER-1293oy,travel,IN,9d4eaa2718a52020,185.52.140.207,0,
0e89e7d2-252a-46e9-b2f6-3a6d095417b2,user_00960,2026-06-18T04:06:38.541399Z,4629.71,MER-7593Vu,restaurant,IN,63cdfd8bff934704,169.82.159.153,0,
4023c7be-3da5-415a-8b82-417863c88c85,user_00035,2026-06-18T04:06:38.476754Z,2577.99,MER-9922UQ,grocery,IN,e064a01d421c2c4a,216.129.122.116,0,
6b092314-899c-48cf-a8a3-760321ef3893,user_00080,2026-06-18T04:06:38.482269Z,1150.71,MER-6806PF,utility,IN,4d5a8b48ec2b4982,198.34.114.81,0,
53ee4583-0bba-4505-8e2b-c06d5d0326c1,user_07414,2026-06-18T04:06:39.112988Z,81.43,MER-1133QT,grocery,IN,42ff7e58c935796f,18.109.65.89,0,
0664d7d9-cee8-4f43-85c8-b1466e7fbe03,user_00532,2026-06-18T04:06:38.511508Z,388.28,MER-8410VM,travel,IN,ea486b3bf8395658,89.129.167.180,0,
164c1bd6-5bfd-4077-b1f6-c9517c61b449,user_01496,2026-06-18T04:06:38.584299Z,979.81,MER-8489UF,utility,IN,693e7339b8031c89,29.148.167.19,0,
08fd7a4e-1fee-4c8b-a720-ecc16dc5455a,user_07061,2026-06-18T04:06:39.099890Z,291.15,MER-1078xM,utility,IN,3e0766fe6ae296b9,104.117.169.152,0,
a8e88e0a-76ea-4936-acda-8be150845f37,user_02124,2026-06-18T04:06:38.631847Z,643.15,MER-3206yJ,travel,IN,40770db5989ff149,35.54.104.84,0,
6f7b0d71-b9bb-460c-8a0f-3bdb5791db9c,user_05921,2026-06-18T04:06:38.998458Z,5160.74,MER-2177CT,grocery,IN,a65bd74c5ea7ff1d,190.162.118.66,0,
4842f66f-eef2-4d43-b8ba-aff7a845b6b9,user_05384,2026-06-18T04:06:38.882067Z,4159.04,MER-9860fK,crypto,IN,1b99dc9cdc0e858f,54.156.90.225,0,
53521a5f-83c3-4f15-8445-2cdc85a6b604,user_08076,2026-06-18T04:06:39.138562Z,619.54,MER-9267nt,crypto,IN,be3eee35405a487a,50.47.20.221,0,
5be8bd56-7228-427b-b861-00751d7cb759,user_06426,2026-06-18T04:06:39.067723Z,2116.7,MER-4421Jh,crypto,US,b65794ff02234eca,47.122.146.216,0,
b64b8a75-3f0a-40a6-aafe-d4c0d8dfbd83,user_02948,2026-06-18T04:06:38.705725Z,1589.6,MER-2414Gw,crypto,SG,c5b4faf728a686f3,114.220.15.162,0,
a3d0271b-f33b-428f-be87-910c6525b3c8,user_08908,2026-06-18T04:06:39.174107Z,365.24,MER-1338Yk,restaurant,IN,3463b355c0f13000,209.47.45.114,0,
52715eca-a3d5-4339-b1b4-a1f9b285c051,user_03251,2026-06-18T04:06:38.758475Z,630.38,MER-7578RG,grocery,IN,182e8b6165ec3057,3.77.142.73,0,
6c45cb74-1bc4-4754-b308-78d6634d5486,user_08205,2026-06-18T04:06:39.145094Z,436.0,MER-0400NK,grocery,IN,1b2fb9f83576ed44,209.193.251.165,0,
ea6cf032-aff7-4ac6-ad29-707bcfc5e439,user_05627,2026-06-18T04:06:38.935241Z,3.43,MER-7941vX,utility,IN,c21b96352b39985e,74.242.213.170,0,
51a0036f-1266-439d-a22c-48142db400b6,user_01718,2026-06-18T04:06:38.607013Z,1376.84,MER-4286fS,restaurant,SG,1ba3ca3e99ccb71b,112.99.107.226,0,
4854c686-a06f-455f-be48-2cb0b8deeb72,user_07073,2026-06-18T04:06:39.099890Z,705.24,MER-6950ty,utility,IN,c0b2060e5178dad4,166.96.8.173,0,
fabb6f98-d082-4c9a-bd5f-8c10e8d3529c,user_00735,2026-06-18T04:06:38.525720Z,804.12,MER-6100lH,electronics,IN,6ed613ee10a3b8f0,54.200.197.47,0,
daf87cb0-e375-4a55-8dc1-e0c4594f2248,user_03434,2026-06-18T04:06:38.775801Z,143.29,MER-7418kg,travel,IN,f01c67e09f1ec4bb,18.35.176.64,0,
d30b2972-9a77-4900-bc7a-cebba3f807d4,user_03295,2026-06-18T04:06:38.764017Z,1400.31,MER-2592Vk,restaurant,IN,32d45830b0ee2b86,148.32.82.142,0,
5f688973-04ee-4a54-9c53-7d4af4c0ce5f,user_02751,2026-06-18T04:06:38.688618Z,414.73,MER-9607ux,grocery,IN,7cf34115729fa637,28.245.16.103,0,
49862a03-83b9-4394-914d-0faaeebbb99f,user_03026,2026-06-18T04:06:38.718026Z,1608.21,MER-7027Cj,travel,IN,bebf23f9722b02b2,204.133.139.255,0,
e9a7e414-bb10-435e-a926-f91d558c0c1b,user_08251,2026-06-18T04:06:39.146846Z,544.49,MER-9634mX,crypto,IN,75bf05abd613caf0,211.199.156.61,0,
45cbb7a6-fdf8-458a-9d7d-f43130aea9df,user_09896,2026-06-18T04:06:39.229792Z,571.64,MER-0500ZJ,utility,US,ab30b4dac14cf6b4,27.170.142.131,0,
8b1c50e5-2552-4822-9f51-0f2506b33e95,user_07769,2026-06-18T04:06:39.127035Z,619.0,MER-0602Sl,restaurant,IN,06fba335b437c175,219.191.179.216,0,
2fb21ce3-6913-4616-b1fe-57d8ebf8133a,user_04224,2026-06-18T04:06:38.809955Z,290.84,MER-3139gj,travel,AE,e7e1a5d4f925eb59,9.120.20.135,0,
d035cb09-2a40-4eb4-a182-c18b9ed3fb04,user_00582,2026-06-18T04:06:38.515565Z,467.53,MER-3352XU,crypto,IN,1c74c977da0931aa,22.186.100.5,0,
60461540-1e5c-4e16-98c9-894e70a9030d,user_03948,2026-06-18T04:06:38.800373Z,622.32,MER-9653DZ,electronics,IN,0493a23f1ea2e948,197.15.30.144,0,
fa64d61d-a0f5-4e35-b873-37fdfd7a6f83,user_07809,2026-06-18T04:06:39.129036Z,1045.82,MER-2257lA,utility,IN,ef0993dcd4b31be4,119.212.113.190,0,
e2ac3a16-86e6-42f9-bf2a-ba693a19300b,user_09944,2026-06-18T04:06:39.235882Z,934.49,MER-0183nK,crypto,IN,031cfb78e0b8ddfa,90.185.211.53,0,
f9c1b568-453f-4067-87a0-fcb7160b8338,user_04412,2026-06-18T04:06:38.817996Z,1628.97,MER-8693Fg,grocery,IN,7e68d907d7aa4cec,28.244.222.121,0,
5882ab62-d541-4ab9-8fd3-743430479b2c,user_01188,2026-06-18T04:06:38.560004Z,1387.92,MER-7424iX,grocery,IN,c574699a83395ef4,107.97.42.203,0,
935ac1a2-923f-446f-80cc-60bf6461e7e8,user_05452,2026-06-18T04:06:38.894262Z,5482.52,MER-3953lS,restaurant,SG,448a37e5424109ed,96.55.235.66,0,
f2968fc6-59e3-4080-8b73-a6c508cb1e0f,user_05082,2026-06-18T04:06:38.847813Z,749.68,MER-1785hX,travel,SG,4e4de3e777391616,75.34.1.106,0,
92d9b21e-daa5-43b3-ba77-212c2283a7be,user_04812,2026-06-18T04:06:38.836038Z,651.37,MER-4627Zl,travel,SG,31153956090a2c6e,144.189.236.94,0,
53bcaf96-5f15-4c26-9f4d-bbea0e3d5609,user_05570,2026-06-18T04:06:38.918357Z,1877.12,MER-1000GM,utility,IN,54a8a545891605dc,187.79.250.242,0,
4994ada2-d784-4d60-a63a-2ca6f327242e,user_00388,2026-06-18T04:06:38.502933Z,926.61,MER-2112li,grocery,IN,77f3c5941f45f253,3.64.87.244,0,
2c4d7bfb-2f7b-440c-b7f9-247cb011b247,user_01175,2026-06-18T04:06:38.559003Z,97.49,MER-4847dt,grocery,IN,be8fcad9a02ae12e,221.108.241.5,0,
61e34543-401e-4a11-882f-e288cbed644b,user_00321,2026-06-18T04:06:38.497397Z,529.12,MER-8567pD,grocery,SG,4b3c0e20c19f22d2,40.231.231.245,0,
9cac2f4f-ba8e-43e8-be64-14d1ebd0b7f8,user_09527,2026-06-18T04:06:39.200702Z,363.19,MER-2624ky,restaurant,SG,f3a5c7959ec01889,157.200.227.39,0,
2a34e09c-6c74-4926-80cf-4b69d9bad977,user_07545,2026-06-18T04:06:39.118305Z,4496.26,MER-7089hH,grocery,US,49fb1d989effe1cb,112.227.26.0,0,
a0d4d738-1e3c-4418-868c-b089664c2edf,user_07947,2026-06-18T04:06:39.134050Z,699.67,MER-2116Bd,travel,IN,554c0d5f8f22ad37,195.33.236.144,0,
9732083b-fc5f-4be1-bac3-4807e44d6fe7,user_02574,2026-06-18T04:06:38.672092Z,609.19,MER-0023wr,grocery,IN,546035ee6a27f680,114.97.98.30,0,
2db11576-895d-4c14-b08c-9c56eb3c6131,user_00576,2026-06-18T04:06:38.515057Z,3305.77,MER-3360Lg,restaurant,IN,1525381c3feb68ea,87.71.147.168,0,
29d73bbd-f0e0-49e9-8a66-b2420c4a478f,user_07032,2026-06-18T04:06:39.098386Z,730.82,MER-8859Pq,electronics,IN,a99954165142d193,193.55.250.47,0,
b44e4907-e6b2-4b8c-8784-7d6364df4b2d,user_03100,2026-06-18T04:06:38.724152Z,196.52,MER-4318km,utility,US,e559ea147830126a,142.148.99.28,0,
595a15e9-b75b-47d3-9af2-c3a6f0f0ae3b,user_01071,2026-06-18T04:06:38.549107Z,174.59,MER-0716eX,grocery,SG,5294361cacb33b79,41.229.20.247,0,
b14e4539-cd4a-4164-a166-8bcc6b6f61fd,user_07443,2026-06-18T04:06:39.114492Z,174.81,MER-5165cU,electronics,IN,221480b152f570e4,143.34.198.252,0,
